Article Title,Article Description,Article Author,Article Link,Article Image
RESIDENTIAL CONSTRUCTION WAGES CONTINUE TO RISE,"Amid a tight labor market, data from the Bureau of Labor Statistics indicates the average hourly earnings for residential building workers continue to increase on a year-over-year basis. According to the NAHB, hourly earnings for residential building workers have increased significantly since the onset of the COVID-19 pandemic.",No Author name,https://www.builderonline.com/data-analysis/residential-construction-wages-continue-to-rise_c,None
"NONFARM PAYROLL EMPLOYMENT GROWTH REMAINS STRONG IN MARCH WITH 431,000 JOBS ADDED","Total nonfarm payroll employment increased by 431,00 last month, a decrease in magnitude from the 678,000 jobs added in February, according to the latest jobs report from the U.S. Bureau of Labor Statistics. The unemployment rate decreased 0.2 percentage points from February to 3.6%.",Vincent Salandro,https://www.builderonline.com/data-analysis/nonfarm-payroll-employment-growth-remains-strong-in-march-with-431-000-jobs-added_o,https://cdnassets.hw.net/dims4/GG/9aa33a5/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F55%2Fd3%2Fe7bd6502433a8f67a333952ba27c%2Fadobestock-57158359.jpeg
"MORTGAGE RATES CONTINUE CLIMBING, WHILE APPLICATIONS DECREASE IN LATEST WEEKLY SURVEYS","The 30-year fixed-rate mortgage (FRM) averaged 4.67% for the week of March 31, up from 4.42% last week, according to Freddie Mac’s weekly Primary Mortgage Market Survey. A year ago at this time, the 30-year FRM averaged 3.18%.",Symone Strong,https://www.builderonline.com/data-analysis/mortgage-rates-continue-climbing-while-applications-decrease-in-latest-weekly-surveys_o,https://cdnassets.hw.net/dims4/GG/da55cfc/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F6a%2Ff9%2F5b1aad3744b98b8b4df927bdc8a4%2Fpmms-03-31-2022-chart.jpg
MBA: HOME BUYER AFFORDABILITY DECREASED IN FEBRUARY,"Home buyer affordability decreased in February, with the national median payment applied for by applicants increasing 8.3% to $1,653 from $1,526 in January, according to the Mortgage Bankers Association’s (MBA) new Purchase Applications Payment Index (PAPI). The PAPI measures how new monthly mortgage payments vary across time, relative to income, using data from the MBA’s Weekly Applications Survey.",Vincent Salandro,https://www.builderonline.com/data-analysis/mba-home-buyer-affordability-decreased-in-february_o,https://cdnassets.hw.net/dims4/GG/8d59230/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F8d%2Fa3%2F4d403a3e4015b3ab9d36e868a7bb%2Fproxy-6.jpg
CASE-SHILLER INDEX REPORTS 19.2% ANNUAL HOME PRICE GAIN TO START 2022,"The S&P CoreLogic Case-Shiller U.S. National Home Price NSA Index, which covers all nine U.S. Census divisions, reported a 19.2% annual gain in January, up from 18.9% in the previous month.",Symone Strong,https://www.builderonline.com/data-analysis/case-shiller-index-reports-19-2-annual-home-price-gain-to-start-2022_o,https://cdnassets.hw.net/dims4/GG/4d0fa92/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F48%2F42%2F9ab4d1b84aedb64dc19de64e3ed4%2Fadobestock-121386700-b.jpeg
PENDING HOME SALES FALL AGAIN IN FEBRUARY,"Pending home sales declined in February, marking the fourth consecutive month of transaction decreases, according to the National Association of Realtors (NAR). The Pending Home Sales Index (PHSI) decreased 4.1% to 104.9 in February, and transactions decreased 5.4% on a year-over-year basis. An index of 100 is equal to the level of contract activity in 2001.",Vincent Salandro,https://www.builderonline.com/data-analysis/pending-home-sales-fall-again-in-february_o,https://cdnassets.hw.net/dims4/GG/9d276b4/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F33%2Fd8%2F030fdc344c82bc3248ffce0ee6d7%2Fadobestock-104456221.jpeg
EXPERTS PREDICT AT LEAST TWO MORE YEARS BEFORE INVENTORY RETURNS TO PRE-PANDEMIC LEVELS,"According to a panel of housing market experts polled in the latest Zillow Home Price Expectations Survey, the housing market is expected to return to pre-pandemic norms, including inventory levels and the share of purchases made by first-time buyers, by 2024. In the survey, experts were asked what year they expect to see inventory return to at least a monthly average of 1.5 million units. Four percent answered 2022, 37% said 2023, and the most frequent answer, 38%, said 2024, meaning a cumulative 79% of respondents expect inventory to return to 2019 levels sometime between now and the end of 2024.",No Author name,https://www.builderonline.com/data-analysis/experts-predict-at-least-two-more-years-before-inventory-returns-to-pre-pandemic-levels_c,None
"COVID-19 UPDATE: INFLATIONARY CONCERNS, RISING INTEREST RATES, AND RECESSIONARY RISKS","At the onset of the pandemic, the economic outlook was uncertain, due to a fluid environment with many moving parts. During the latest COVID-19 Update webinar, Zonda chief economist Ali Wolf says the state of the current economy “feels a bit similar,” but with many different moving parts than two years ago. The humanitarian crisis in Ukraine, high levels of inflation, Federal Reserve policy, a volatile stock market, and increasing mortgage rates have impacted the economy and caused it to deviate from many projections from earlier in the year.",Vincent Salandro,https://www.builderonline.com/data-analysis/covid-19-update-inflationary-concerns-rising-interest-rates-and-recessionary-risks_o,https://cdnassets.hw.net/dims4/GG/de8f973/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Fe6%2Fe0%2F820a82e44fcfabd4138dc4754d4c%2Fadobestock-10520585.jpeg
D.C. METRO JURISDICTIONS WORK TOWARD HOUSING PRODUCTION GOALS,"Last year, I visited Montpelier, James Madison’s estate in Orange County, Virginia. I was fascinated by a decorative copy of the Declaration of Independence in the home’s drawing room. The version was created by a publisher named John Binns in 1819 in response to a wave of patriotism following the War of 1812. Only 100 of these are known to exist, and one recently sold at auction for $30,000.",Ben Sage,https://www.builderonline.com/data-analysis/d-c-metro-jurisdictions-work-toward-housing-production-goals_o,https://cdnassets.hw.net/dims4/GG/3c60d63/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F39%2Fba%2Fa2c534f44fb089d352cb4e7e8f63%2Fadobestock-303235478.jpeg
NEW-HOME SALES CONTINUE TO SOFTEN IN FEBRUARY,"Sales of new single‐family houses in February were at a seasonally adjusted annual rate of 772,000, according to estimates released by the U.S. Census Bureau and the Department of Housing and Urban Development. This is 2% below the revised January rate of 788,000 and 6.2% below the February 2021 estimate of 823,000.",Symone Strong,https://www.builderonline.com/data-analysis/new-home-sales-continue-to-soften-in-february_o,https://cdnassets.hw.net/dims4/GG/55d16bb/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F3f%2Fc3%2F5fff8f784f21ad7811d099e54a06%2Fadobestock-169368864.jpeg
WILL OIL'S HISTORIC RISE TAKE GAS OUT OF THE HOUSING MARKET?,"When it comes to oil and the future of the housing market, it’s a slippery situation that’s only getting slicker as supply chain issues and Russia’s invasion of Ukraine drive prices higher.",Ali Wolf,https://www.builderonline.com/data-analysis/will-oils-historic-rise-take-gas-out-of-the-housing-market_o,https://cdnassets.hw.net/dims4/GG/e7a4669/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F27%2F93%2F087f5d064235b2e038e086bb8ebe%2Fadobestock-74150099.jpg
BUILDING MATERIAL PRICES MARGINALLY INCREASE DURING FEBRUARY,"Building material prices increased 20.4% year over year, according to the latest Producer Price Index (PPI) report from the Bureau of Labor Statistics. Since January 2020, prices have risen 31.3%. Over the past months, the PPI has increased 10.6%. Several categories, including gypsum, softwood lumber, and paint, either posted smaller gains in February or declined compared to high price growth in recent months, according to the NAHB. Overall, the prices of goods used in residential construction increased 1.6% in February.",No Author name,https://www.builderonline.com/data-analysis/building-material-prices-marginally-increase-during-february_c,None
NEW HOME PSI POSTS THIRD CONSECUTIVE MONTH-OVER-MONTH DECREASE IN FEBRUARY,"Zonda’s New Home Pending Sales Index (PSI) reported a reading of 156 for February, a 7.6% decrease from February 2021. The reading indicates the housing market is below peak activity seen in January 2021, but is 25.2% higher than its pre-pandemic reading in February 2020. The February reading was 10.4% below the recent peak as 90% of builders intentionally slowed sales to better align with production capacity in February.",Vincent Salandro,https://www.builderonline.com/data-analysis/new-home-psi-posts-third-consecutive-month-over-month-decrease-in-february_o,https://cdnassets.hw.net/dims4/GG/2cfb402/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F2a%2F0b%2Faa18bb4c469f9a2b0ea9c3f0e782%2Fadobestock-64479058.jpeg
EXISTING HOME SALES DECLINE IN FEBRUARY AMID ONGOING AFFORDABILITY CHALLENGES,"Existing home sales decreased in February to a seasonally adjusted annual rate of 6.02 million, continuing a pattern of seesawing gains and declines over the past few months, according to the National Association of Realtors (NAR). Total existing sales, which includes single-family homes, townhomes, condominiums, and co-ops, decreased 7.2% from January. Sales decreased 2.4% on a year-over-year (YOY) basis, according to the NAR.",Vincent Salandro,https://www.builderonline.com/data-analysis/existing-home-sales-decline-in-february-amid-ongoing-affordability-challenges_o,https://cdnassets.hw.net/dims4/GG/2c6897a/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F0b%2Ffa%2F2cc0dd6a4205bd00d41ea206d6c9%2Fadobestock-264343706.jpeg
HOUSING STARTS REBOUND IN FEBRUARY,"Privately owned housing starts in February were at a seasonally adjusted annual rate of 1,769,000, which is 6.8% above the revised January estimate of 1,657,000 and 22.3% above the February 2021 rate of 1,447,000, according to the U.S. Census Bureau and the Department of Housing and Urban Development.",Symone Strong,https://www.builderonline.com/data-analysis/housing-starts-rebound-in-february_o,https://cdnassets.hw.net/dims4/GG/7441148/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F49%2Fca%2F42ad75f541188eb49d9750442173%2Fadobestock-277229395.jpeg
BUILDER CONFIDENCE DROPS AMID RISING COSTS AND EXPECTED HIGHER INTEREST RATES,"Ongoing building material supply constraints, rising construction costs, and expectations of higher interest rates continue to negatively affect builder confidence in March, reports the NAHB.",Symone Strong,https://www.builderonline.com/data-analysis/builder-confidence-drops-amid-rising-costs-and-expected-higher-interest-rates_o,https://cdnassets.hw.net/dims4/GG/c9c3973/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F6e%2F58%2F6c40db984709805a5c515e119f4e%2Fadobestock-8832603.jpeg
"NAHB: LABOR MARKET REMAINS TIGHT, OPEN JOB COUNT INCREASES IN JANUARY","The construction labor market remains tight, with the count for open construction jobs increasing to 380,000 unfilled positions in January, according to the NAHB. The count is slightly below the highest measure in the history of the data series (416,000) from April 2019.",No Author name,https://www.builderonline.com/data-analysis/nahb-labor-market-remains-tight-open-job-count-increases-in-january_c,None
WHY MILLENNIALS ARE LEANING HEAVILY TOWARD NEW BUILDS,"Millennials are the largest home-buying generation right now, making it essential to understand what’s going on in their heads as they try to decide whether to hit the resale market or buy something new.",Ali Wolf,https://www.builderonline.com/data-analysis/why-millennials-are-leaning-heavily-toward-new-builds_o,https://cdnassets.hw.net/dims4/GG/7b63510/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Fd4%2Fa4%2F3ff567364696ac94831569cad600%2Fadobestock-299916068.jpeg
NONFARM PAYROLL EMPLOYMENT ACCELERATES IN FEBRUARY WITH LARGEST MONTHLY GAIN SINCE JULY 2021,"Total nonfarm payroll employment increased by 678,000 in February, an improvement over the strong 467,000 jobs added in January, according to the latest jobs report from the U.S. Bureau of Labor Statistics. The unemployment rate in February decreased 0.2 percentage points from January to 3.8%.",Vincent Salandro,https://www.builderonline.com/data-analysis/nonfarm-payroll-employment-accelerates-in-february-with-largest-monthly-gain-since-july-2021_o,https://cdnassets.hw.net/dims4/GG/cac74cf/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Fdd%2Fa9%2F1e7b38cd465498983181e370df89%2Fproxy-50.jpg
WILL HOUSING DEMAND OUTWEIGH ECONOMIC UNCERTAINTY?,"A great sense of enthusiasm could be found in the housing market in February, but something else started to creep in—a mild sense of panic.",Ali Wolf,https://www.builderonline.com/data-analysis/will-housing-demand-outweigh-economic-uncertainty_o,https://cdnassets.hw.net/dims4/GG/83b0eb1/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F39%2F3a%2F3b6df757450bb2f4ec0d800e7a3e%2Fadobestock-381341561.jpg
NAHB: PRIVATE RESIDENTIAL SPENDING RISES AGAIN IN JANUARY,"Total private residential construction spending increased 1.3% in January to a seasonally adjusted annual rate of $829.4 billion, according to an NAHB analysis of Census Construction Spending data. The NAHB says total private spending in the industry in January was 13.4% higher than a year ago.",No Author name,https://www.builderonline.com/data-analysis/nahb-private-residential-spending-rises-again-in-january_c,None
